postcode,population,active,cases,rate,new,band,data_date,file_processed_date
3444,9197,0,7,0,0,0,03/01/2021,04/01/2021
3446,1028,0,0,0,0,0,03/01/2021,04/01/2021
3447,448,0,0,0,0,0,03/01/2021,04/01/2021
3448,878,0,0,0,0,0,03/01/2021,04/01/2021
3450,6838,0,3,0,0,0,03/01/2021,04/01/2021
3451,5654,0,3,0,0,0,03/01/2021,04/01/2021
3453,1725,0,1,0,0,0,03/01/2021,04/01/2021
3458,1947,0,2,0,0,0,03/01/2021,04/01/2021
3460,2566,0,0,0,0,0,03/01/2021,04/01/2021
3461,4150,0,0,0,0,0,03/01/2021,04/01/2021
3462,1173,0,1,0,0,0,03/01/2021,04/01/2021
3463,2454,0,2,0,0,0,03/01/2021,04/01/2021
3464,1118,0,0,0,0,0,03/01/2021,04/01/2021
3465,9770,0,2,0,0,0,03/01/2021,04/01/2021
3467,1196,0,1,0,0,0,03/01/2021,04/01/2021
3468,284,0,0,0,0,0,03/01/2021,04/01/2021
3469,278,0,0,0,0,0,03/01/2021,04/01/2021
3472,1482,0,0,0,0,0,03/01/2021,04/01/2021
3475,348,0,0,0,0,0,03/01/2021,04/01/2021
3477,824,0,0,0,0,0,03/01/2021,04/01/2021
3478,2457,0,1,0,0,0,03/01/2021,04/01/2021
3480,1862,0,0,0,0,0,03/01/2021,04/01/2021
3482,169,0,0,0,0,0,03/01/2021,04/01/2021
3483,888,0,0,0,0,0,03/01/2021,04/01/2021
3485,302,0,0,0,0,0,03/01/2021,04/01/2021
3487,96,0,0,0,0,0,03/01/2021,04/01/2021
3488,110,0,0,0,0,0,03/01/2021,04/01/2021
3489,53,0,0,0,0,0,03/01/2021,04/01/2021
3490,1290,0,0,0,0,0,03/01/2021,04/01/2021
3491,133,0,0,0,0,0,03/01/2021,04/01/2021
3494,661,0,0,0,0,0,03/01/2021,04/01/2021
3496,6224,0,1,0,0,0,03/01/2021,04/01/2021
3498,5324,0,3,0,0,0,03/01/2021,04/01/2021
3500,32738,0,2,0,0,0,03/01/2021,04/01/2021
3501,1939,0,0,0,0,0,03/01/2021,04/01/2021
3505,4829,0,0,0,0,0,03/01/2021,04/01/2021
3506,37,0,0,0,0,0,03/01/2021,04/01/2021
3507,157,0,0,0,0,0,03/01/2021,04/01/2021
3509,231,0,0,0,0,0,03/01/2021,04/01/2021
3512,371,0,0,0,0,0,03/01/2021,04/01/2021
3515,1940,0,4,0,0,0,03/01/2021,04/01/2021
3516,694,0,0,0,0,0,03/01/2021,04/01/2021
3517,1416,0,0,0,0,0,03/01/2021,04/01/2021
3518,1307,0,1,0,0,0,03/01/2021,04/01/2021
3520,179,0,0,0,0,0,03/01/2021,04/01/2021
3521,660,0,0,0,0,0,03/01/2021,04/01/2021
3522,334,0,1,0,0,0,03/01/2021,04/01/2021
3523,3619,0,8,0,0,0,03/01/2021,04/01/2021
3525,1302,0,0,0,0,0,03/01/2021,04/01/2021
3527,785,0,0,0,0,0,03/01/2021,04/01/2021
3529,120,0,0,0,0,0,03/01/2021,04/01/2021
3530,125,0,0,0,0,0,03/01/2021,04/01/2021
3531,191,0,0,0,0,0,03/01/2021,04/01/2021
3533,779,0,0,0,0,0,03/01/2021,04/01/2021
3537,1042,0,1,0,0,0,03/01/2021,04/01/2021
3540,286,0,0,0,0,0,03/01/2021,04/01/2021
3542,155,0,0,0,0,0,03/01/2021,04/01/2021
3544,249,0,0,0,0,0,03/01/2021,04/01/2021
3546,403,0,0,0,0,0,03/01/2021,04/01/2021
3549,3527,0,0,0,0,0,03/01/2021,04/01/2021
3550,40341,0,33,0,0,0,03/01/2021,04/01/2021
3551,29564,0,20,0,0,0,03/01/2021,04/01/2021
3555,19688,0,29,0,0,0,03/01/2021,04/01/2021
3556,13087,0,3,0,0,0,03/01/2021,04/01/2021
3557,785,0,0,0,0,0,03/01/2021,04/01/2021
3558,916,0,0,0,0,0,03/01/2021,04/01/2021
3559,545,0,0,0,0,0,03/01/2021,04/01/2021
3561,4434,0,3,0,0,0,03/01/2021,04/01/2021
3562,278,0,0,0,0,0,03/01/2021,04/01/2021
3563,808,0,0,0,0,0,03/01/2021,04/01/2021
3564,15944,0,3,0,0,0,03/01/2021,04/01/2021
3565,107,0,0,0,0,0,03/01/2021,04/01/2021
3566,556,0,0,0,0,0,03/01/2021,04/01/2021
3567,654,0,0,0,0,0,03/01/2021,04/01/2021
3568,2948,0,0,0,0,0,03/01/2021,04/01/2021
3570,752,0,0,0,0,0,03/01/2021,04/01/2021
3571,319,0,0,0,0,0,03/01/2021,04/01/2021
3572,151,0,0,0,0,0,03/01/2021,04/01/2021
3573,331,0,3,0,0,0,03/01/2021,04/01/2021
3575,807,0,0,0,0,0,03/01/2021,04/01/2021
3576,72,0,0,0,0,0,03/01/2021,04/01/2021
3579,5362,0,2,0,0,0,03/01/2021,04/01/2021
3580,990,0,0,0,0,0,03/01/2021,04/01/2021
3581,163,0,0,0,0,0,03/01/2021,04/01/2021
3583,208,0,0,0,0,0,03/01/2021,04/01/2021
3584,1139,0,0,0,0,0,03/01/2021,04/01/2021
3585,11205,0,4,0,0,0,03/01/2021,04/01/2021
3586,825,0,0,0,0,0,03/01/2021,04/01/2021
3588,359,0,0,0,0,0,03/01/2021,04/01/2021
3589,347,0,0,0,0,0,03/01/2021,04/01/2021
3590,335,0,0,0,0,0,03/01/2021,04/01/2021
3591,164,0,0,0,0,0,03/01/2021,04/01/2021
3594,529,0,1,0,0,0,03/01/2021,04/01/2021
3595,665,0,0,0,0,0,03/01/2021,04/01/2021
3596,96,0,0,0,0,0,03/01/2021,04/01/2021
3597,413,0,0,0,0,0,03/01/2021,04/01/2021
3599,133,0,0,0,0,0,03/01/2021,04/01/2021
3607,136,0,0,0,0,0,03/01/2021,04/01/2021
3608,2417,0,0,0,0,0,03/01/2021,04/01/2021
3610,1714,0,0,0,0,0,03/01/2021,04/01/2021
3612,1708,0,2,0,0,0,03/01/2021,04/01/2021
3614,882,0,2,0,0,0,03/01/2021,04/01/2021
3616,5353,0,3,0,0,0,03/01/2021,04/01/2021
3617,163,0,0,0,0,0,03/01/2021,04/01/2021
3618,675,0,0,0,0,0,03/01/2021,04/01/2021
3620,8241,0,2,0,0,0,03/01/2021,04/01/2021
3621,2368,0,0,0,0,0,03/01/2021,04/01/2021
3622,456,0,1,0,0,0,03/01/2021,04/01/2021
3623,903,0,0,0,0,0,03/01/2021,04/01/2021
3624,558,0,1,0,0,0,03/01/2021,04/01/2021
3629,9130,0,3,0,0,0,03/01/2021,04/01/2021
3630,31266,0,36,0,0,0,03/01/2021,04/01/2021
3631,11610,0,9,0,0,0,03/01/2021,04/01/2021
3632,0,0,0,0,0,0,03/01/2021,04/01/2021
3633,604,0,0,0,0,0,03/01/2021,04/01/2021
3634,1798,0,0,0,0,0,03/01/2021,04/01/2021
3635,536,0,0,0,0,0,03/01/2021,04/01/2021
3636,5241,0,3,0,0,0,03/01/2021,04/01/2021
3637,593,0,0,0,0,0,03/01/2021,04/01/2021
3638,2075,0,2,0,0,0,03/01/2021,04/01/2021
3639,524,0,0,0,0,0,03/01/2021,04/01/2021
3640,1000,0,0,0,0,0,03/01/2021,04/01/2021
3641,1233,0,0,0,0,0,03/01/2021,04/01/2021
3644,0,0,2,0,0,0,03/01/2021,04/01/2021
3646,586,0,0,0,0,0,03/01/2021,04/01/2021
3647,40,0,0,0,0,0,03/01/2021,04/01/2021
3649,431,0,0,0,0,0,03/01/2021,04/01/2021
3658,6221,0,7,0,0,0,03/01/2021,04/01/2021
3659,734,0,3,0,0,0,03/01/2021,04/01/2021
3660,7577,0,2,0,0,0,03/01/2021,04/01/2021
3662,1075,0,0,0,0,0,03/01/2021,04/01/2021
3663,180,0,0,0,0,0,03/01/2021,04/01/2021
3664,1072,0,0,0,0,0,03/01/2021,04/01/2021
3665,357,0,0,0,0,0,03/01/2021,04/01/2021
3666,4700,0,1,0,0,0,03/01/2021,04/01/2021
3669,1337,0,0,0,0,0,03/01/2021,04/01/2021
3670,571,0,0,0,0,0,03/01/2021,04/01/2021
3672,10330,0,3,0,0,0,03/01/2021,04/01/2021
3673,1729,0,0,0,0,0,03/01/2021,04/01/2021
3675,1803,0,0,0,0,0,03/01/2021,04/01/2021
3677,18101,0,2,0,0,0,03/01/2021,04/01/2021
3678,6357,0,0,0,0,0,03/01/2021,04/01/2021
3682,616,0,0,0,0,0,03/01/2021,04/01/2021
3683,1760,0,0,0,0,0,03/01/2021,04/01/2021
3685,2718,0,1,0,0,0,03/01/2021,04/01/2021
3687,1098,0,0,0,0,0,03/01/2021,04/01/2021
3688,1237,0,0,0,0,0,03/01/2021,04/01/2021
3690,33522,0,1,0,0,0,03/01/2021,04/01/2021
3691,0,0,1,0,0,0,03/01/2021,04/01/2021
3694,92,0,0,0,0,0,03/01/2021,04/01/2021
3695,472,0,0,0,0,0,03/01/2021,04/01/2021
3697,575,0,0,0,0,0,03/01/2021,04/01/2021
3698,862,0,0,0,0,0,03/01/2021,04/01/2021
3699,1124,0,0,0,0,0,03/01/2021,04/01/2021
3700,1317,0,0,0,0,0,03/01/2021,04/01/2021
3701,1075,0,0,0,0,0,03/01/2021,04/01/2021
3704,20,0,0,0,0,0,03/01/2021,04/01/2021
3705,261,0,0,0,0,0,03/01/2021,04/01/2021
3708,58,0,0,0,0,0,03/01/2021,04/01/2021
3709,295,0,0,0,0,0,03/01/2021,04/01/2021
3711,493,0,0,0,0,0,03/01/2021,04/01/2021
3712,353,0,0,0,0,0,03/01/2021,04/01/2021
3713,1026,0,0,0,0,0,03/01/2021,04/01/2021
3714,3512,0,0,0,0,0,03/01/2021,04/01/2021
3715,308,0,1,0,0,0,03/01/2021,04/01/2021
3717,2654,0,3,0,0,0,03/01/2021,04/01/2021
3718,72,0,0,0,0,0,03/01/2021,04/01/2021
3719,371,0,0,0,0,0,03/01/2021,04/01/2021
3720,569,0,0,0,0,0,03/01/2021,04/01/2021
3722,5020,0,4,0,0,0,03/01/2021,04/01/2021
3723,3003,0,5,0,0,0,03/01/2021,04/01/2021
3725,631,0,0,0,0,0,03/01/2021,04/01/2021
3726,404,0,0,0,0,0,03/01/2021,04/01/2021
3727,305,0,0,0,0,0,03/01/2021,04/01/2021
3728,635,0,0,0,0,0,03/01/2021,04/01/2021
3730,8831,0,4,0,0,0,03/01/2021,04/01/2021
3732,595,0,0,0,0,0,03/01/2021,04/01/2021
3733,219,0,0,0,0,0,03/01/2021,04/01/2021
3735,609,0,0,0,0,0,03/01/2021,04/01/2021
3737,4302,0,0,0,0,0,03/01/2021,04/01/2021
3738,222,0,0,0,0,0,03/01/2021,04/01/2021
3739,215,0,0,0,0,0,03/01/2021,04/01/2021
3740,1075,0,0,0,0,0,03/01/2021,04/01/2021
3741,3098,0,1,0,0,0,03/01/2021,04/01/2021
3744,453,0,0,0,0,0,03/01/2021,04/01/2021
3746,385,0,0,0,0,0,03/01/2021,04/01/2021
3747,4628,0,0,0,0,0,03/01/2021,04/01/2021
3749,1889,0,0,0,0,0,03/01/2021,04/01/2021
3750,9060,0,144,0,0,0,03/01/2021,04/01/2021
3751,272,0,0,0,0,0,03/01/2021,04/01/2021
3752,24057,0,117,0,0,0,03/01/2021,04/01/2021
3753,2328,0,17,0,0,0,03/01/2021,04/01/2021
3754,37758,0,174,0,0,0,03/01/2021,04/01/2021
3755,251,0,0,0,0,0,03/01/2021,04/01/2021
3756,11926,0,34,0,0,0,03/01/2021,04/01/2021
3757,8955,0,11,0,0,0,03/01/2021,04/01/2021
3758,2182,0,3,0,0,0,03/01/2021,04/01/2021
3759,1062,0,1,0,0,0,03/01/2021,04/01/2021
3760,372,0,0,0,0,0,03/01/2021,04/01/2021
3761,1230,0,2,0,0,0,03/01/2021,04/01/2021
3762,131,0,0,0,0,0,03/01/2021,04/01/2021
3763,1536,0,4,0,0,0,03/01/2021,04/01/2021
3764,9161,0,22,0,0,0,03/01/2021,04/01/2021
3765,6764,0,12,0,0,0,03/01/2021,04/01/2021
3766,1240,0,1,0,0,0,03/01/2021,04/01/2021
3767,1253,0,2,0,0,0,03/01/2021,04/01/2021
3770,3222,0,2,0,0,0,03/01/2021,04/01/2021
3775,3865,0,6,0,0,0,03/01/2021,04/01/2021
3777,10753,0,9,0,0,0,03/01/2021,04/01/2021
3778,199,0,1,0,0,0,03/01/2021,04/01/2021
3779,394,0,0,0,0,0,03/01/2021,04/01/2021
3781,4471,0,2,0,0,0,03/01/2021,04/01/2021
3782,7824,0,2,0,0,0,03/01/2021,04/01/2021
3783,2350,0,3,0,0,0,03/01/2021,04/01/2021
3785,77,0,0,0,0,0,03/01/2021,04/01/2021
3786,1520,0,2,0,0,0,03/01/2021,04/01/2021
3787,1059,0,0,0,0,0,03/01/2021,04/01/2021
3788,1742,0,0,0,0,0,03/01/2021,04/01/2021
3789,265,0,0,0,0,0,03/01/2021,04/01/2021
3791,1440,0,1,0,0,0,03/01/2021,04/01/2021
3792,1064,0,0,0,0,0,03/01/2021,04/01/2021
3793,3575,0,1,0,0,0,03/01/2021,04/01/2021
3795,1249,0,1,0,0,0,03/01/2021,04/01/2021
3796,9698,0,4,0,0,0,03/01/2021,04/01/2021
3797,3474,0,3,0,0,0,03/01/2021,04/01/2021
3799,5800,0,3,0,0,0,03/01/2021,04/01/2021
3800,2211,0,0,0,0,0,03/01/2021,04/01/2021
3802,24292,0,87,0,0,0,03/01/2021,04/01/2021
3803,10856,2,94,18.4,0,1,03/01/2021,04/01/2021
3804,8096,0,13,0,0,0,03/01/2021,04/01/2021
3805,56937,0,192,0,0,0,03/01/2021,04/01/2021
3806,48521,0,67,0,0,0,03/01/2021,04/01/2021
3807,7096,0,19,0,0,0,03/01/2021,04/01/2021
3808,3031,0,2,0,0,0,03/01/2021,04/01/2021
3809,7212,0,48,0,0,0,03/01/2021,04/01/2021
3810,47892,0,116,0,0,0,03/01/2021,04/01/2021
3812,2310,0,5,0,0,0,03/01/2021,04/01/2021
3813,886,0,0,0,0,0,03/01/2021,04/01/2021
3814,2257,0,0,0,0,0,03/01/2021,04/01/2021
3815,3020,0,1,0,0,0,03/01/2021,04/01/2021
3816,2717,0,0,0,0,0,03/01/2021,04/01/2021
3818,14170,0,5,0,0,0,03/01/2021,04/01/2021
3820,15952,0,5,0,0,0,03/01/2021,04/01/2021
3821,2918,0,2,0,0,0,03/01/2021,04/01/2021
3822,983,0,0,0,0,0,03/01/2021,04/01/2021
3823,1839,0,3,0,0,0,03/01/2021,04/01/2021
3824,5003,0,1,0,0,0,03/01/2021,04/01/2021
3825,20282,0,6,0,0,0,03/01/2021,04/01/2021
3831,1701,0,0,0,0,0,03/01/2021,04/01/2021
3832,249,0,0,0,0,0,03/01/2021,04/01/2021
3833,304,0,0,0,0,0,03/01/2021,04/01/2021
3835,472,0,0,0,0,0,03/01/2021,04/01/2021
3840,16478,0,13,0,0,0,03/01/2021,04/01/2021
3842,4784,0,0,0,0,0,03/01/2021,04/01/2021
3844,28981,0,32,0,0,0,03/01/2021,04/01/2021
3847,2191,0,3,0,0,0,03/01/2021,04/01/2021
3850,14782,0,5,0,0,0,03/01/2021,04/01/2021
3851,5689,0,2,0,0,0,03/01/2021,04/01/2021
3852,92,0,0,0,0,0,03/01/2021,04/01/2021
3854,1400,0,2,0,0,0,03/01/2021,04/01/2021
3856,992,0,3,0,0,0,03/01/2021,04/01/2021
3857,368,0,0,0,0,0,03/01/2021,04/01/2021
3858,3026,0,0,0,0,0,03/01/2021,04/01/2021
3859,834,0,0,0,0,0,03/01/2021,04/01/2021
3860,7171,0,3,0,0,0,03/01/2021,04/01/2021
3862,3157,0,4,0,0,0,03/01/2021,04/01/2021
3864,218,0,0,0,0,0,03/01/2021,04/01/2021
3865,445,0,1,0,0,0,03/01/2021,04/01/2021
3869,1624,0,0,0,0,0,03/01/2021,04/01/2021
3870,1265,0,0,0,0,0,03/01/2021,04/01/2021
3871,2904,0,0,0,0,0,03/01/2021,04/01/2021
3873,323,0,0,0,0,0,03/01/2021,04/01/2021
3874,558,0,0,0,0,0,03/01/2021,04/01/2021
3875,18625,0,5,0,0,0,03/01/2021,04/01/2021
3878,1098,0,0,0,0,0,03/01/2021,04/01/2021
3880,4037,0,1,0,0,0,03/01/2021,04/01/2021
3882,1094,0,0,0,0,0,03/01/2021,04/01/2021
3885,1868,0,0,0,0,0,03/01/2021,04/01/2021
3886,395,0,0,0,0,0,03/01/2021,04/01/2021
3887,342,0,0,0,0,0,03/01/2021,04/01/2021
3888,3421,0,0,0,0,0,03/01/2021,04/01/2021
3889,179,0,0,0,0,0,03/01/2021,04/01/2021
3890,324,0,0,0,0,0,03/01/2021,04/01/2021
3891,104,0,0,0,0,0,03/01/2021,04/01/2021
3892,1060,0,0,0,0,0,03/01/2021,04/01/2021
3893,22,0,0,0,0,0,03/01/2021,04/01/2021
3895,194,0,0,0,0,0,03/01/2021,04/01/2021
3896,405,0,0,0,0,0,03/01/2021,04/01/2021
3898,790,0,0,0,0,0,03/01/2021,04/01/2021
3900,151,0,0,0,0,0,03/01/2021,04/01/2021
3902,412,0,0,0,0,0,03/01/2021,04/01/2021
3903,746,0,0,0,0,0,03/01/2021,04/01/2021
3904,1452,0,0,0,0,0,03/01/2021,04/01/2021
3909,7901,0,0,0,0,0,03/01/2021,04/01/2021
3910,22587,0,49,0,0,0,03/01/2021,04/01/2021
3911,3413,0,2,0,0,0,03/01/2021,04/01/2021
3912,15154,0,15,0,0,0,03/01/2021,04/01/2021
3913,3337,0,2,0,0,0,03/01/2021,04/01/2021
3915,9960,0,7,0,0,0,03/01/2021,04/01/2021
3916,952,0,0,0,0,0,03/01/2021,04/01/2021
3918,3704,0,3,0,0,0,03/01/2021,04/01/2021
3919,3182,0,2,0,0,0,03/01/2021,04/01/2021
3920,1037,0,0,0,0,0,03/01/2021,04/01/2021
3921,114,0,0,0,0,0,03/01/2021,04/01/2021
3922,7740,0,1,0,0,0,03/01/2021,04/01/2021
3923,516,0,0,0,0,0,03/01/2021,04/01/2021
3925,3377,0,1,0,0,0,03/01/2021,04/01/2021
3926,3240,0,3,0,0,0,03/01/2021,04/01/2021
3927,1671,0,4,0,0,0,03/01/2021,04/01/2021
3928,413,0,1,0,0,0,03/01/2021,04/01/2021
3929,906,0,7,0,0,0,03/01/2021,04/01/2021
3930,17889,0,11,0,0,0,03/01/2021,04/01/2021
3931,23991,0,61,0,0,0,03/01/2021,04/01/2021
3933,1101,0,2,0,0,0,03/01/2021,04/01/2021
3934,18547,0,26,0,0,0,03/01/2021,04/01/2021
3936,11024,0,7,0,0,0,03/01/2021,04/01/2021
3937,1519,0,0,0,0,0,03/01/2021,04/01/2021
3938,2820,0,0,0,0,0,03/01/2021,04/01/2021
3939,14522,0,10,0,0,0,03/01/2021,04/01/2021
3940,4930,0,6,0,0,0,03/01/2021,04/01/2021
3941,12174,0,5,0,0,0,03/01/2021,04/01/2021
3942,2317,0,3,0,0,0,03/01/2021,04/01/2021
3943,1593,0,6,0,0,0,03/01/2021,04/01/2021
3944,510,0,6,0,0,0,03/01/2021,04/01/2021
3945,976,0,0,0,0,0,03/01/2021,04/01/2021
3946,216,0,0,0,0,0,03/01/2021,04/01/2021
3950,4798,0,5,0,0,0,03/01/2021,04/01/2021
3951,1005,0,0,0,0,0,03/01/2021,04/01/2021
3953,7859,1,4,12.7,0,1,03/01/2021,04/01/2021
3954,404,0,0,0,0,0,03/01/2021,04/01/2021
3956,2818,0,0,0,0,0,03/01/2021,04/01/2021
3957,279,0,0,0,0,0,03/01/2021,04/01/2021
3958,272,0,0,0,0,0,03/01/2021,04/01/2021
3959,1153,0,0,0,0,0,03/01/2021,04/01/2021
3960,2477,0,1,0,0,0,03/01/2021,04/01/2021
3962,913,0,0,0,0,0,03/01/2021,04/01/2021
3964,133,0,0,0,0,0,03/01/2021,04/01/2021
3965,208,0,0,0,0,0,03/01/2021,04/01/2021
3966,510,0,0,0,0,0,03/01/2021,04/01/2021
3967,127,0,0,0,0,0,03/01/2021,04/01/2021
3971,4017,0,0,0,0,0,03/01/2021,04/01/2021
3975,15246,0,56,0,0,0,03/01/2021,04/01/2021
3976,25532,0,91,0,0,0,03/01/2021,04/01/2021
3977,93322,0,306,0,0,0,03/01/2021,04/01/2021
3978,10648,0,118,0,0,0,03/01/2021,04/01/2021
3979,315,0,0,0,0,0,03/01/2021,04/01/2021
3980,3350,0,7,0,0,0,03/01/2021,04/01/2021
3981,4901,0,1,0,0,0,03/01/2021,04/01/2021
3984,5212,0,4,0,0,0,03/01/2021,04/01/2021
3987,1527,0,0,0,0,0,03/01/2021,04/01/2021
3988,1001,0,2,0,0,0,03/01/2021,04/01/2021
3990,110,0,0,0,0,0,03/01/2021,04/01/2021
3991,357,0,0,0,0,0,03/01/2021,04/01/2021
3992,966,0,0,0,0,0,03/01/2021,04/01/2021
3995,10171,0,2,0,0,0,03/01/2021,04/01/2021
3996,5541,0,4,0,0,0,03/01/2021,04/01/2021
9998,,12,26,0,1,0,03/01/2021,04/01/2021
9999,,0,178,0,0,0,03/01/2021,04/01/2021